,Company Name,Industry,Symbol,Series,ISIN Code
585,SKF India Ltd.,Capital Goods,SKFINDIA,EQ,INE640A01023
586,SRF Ltd.,Chemicals,SRF,EQ,INE647A01010
587,Safari Industries (India) Ltd.,Consumer Durables,SAFARI,EQ,INE429E01023
588,Sai Silks (Kalamandir) Ltd.,Consumer Services,KALAMANDIR,EQ,INE438K01021
589,Samhi Hotels Ltd.,Consumer Services,SAMHI,EQ,INE08U801020
590,Sammaan Capital Ltd.,Financial Services,SAMMAANCAP,EQ,INE148I01020
591,Samvardhana Motherson International Ltd.,Automobile and Auto Components,MOTHERSON,EQ,INE775A01035
592,Sandur Manganese & Iron Ores Ltd.,Oil Gas & Consumable Fuels,SANDUMA,EQ,INE149K01016
593,Sanghi Industries Ltd.,Construction Materials,SANGHIIND,EQ,INE999B01013
594,Sanghvi Movers Ltd.,Capital Goods,SANGHVIMOV,EQ,INE989A01032
595,Sanofi India Ltd.,Healthcare,SANOFI,EQ,INE058A01010
596,Sansera Engineering Ltd.,Automobile and Auto Components,SANSERA,EQ,INE953O01021
597,Sapphire Foods India Ltd.,Consumer Services,SAPPHIRE,EQ,INE806T01020
598,Sarda Energy and Minerals Ltd.,Metals & Mining,SARDAEN,EQ,INE385C01021
599,Saregama India Ltd,Media Entertainment & Publication,SAREGAMA,EQ,INE979A01025
600,Schaeffler India Ltd.,Automobile and Auto Components,SCHAEFFLER,EQ,INE513A01022
601,Schneider Electric Infrastructure Ltd.,Capital Goods,SCHNEIDER,EQ,INE839M01018
602,Senco Gold Ltd.,Consumer Durables,SENCO,EQ,INE602W01019
603,Sequent Scientific Ltd.,Healthcare,SEQUENT,BE,INE807F01027
604,Sharda Motor Industries Ltd.,Automobile and Auto Components,SHARDAMOTR,EQ,INE597I01028
605,Share India Securities Ltd.,Financial Services,SHAREINDIA,EQ,INE932X01026
606,Sheela Foam Ltd.,Consumer Durables,SFL,EQ,INE916U01025
607,Shilpa Medicare Ltd.,Healthcare,SHILPAMED,EQ,INE790G01031
608,Shipping Corporation of India Ltd.,Services,SCI,EQ,INE109A01011
609,Shivalik Bimetal Controls Ltd.,Capital Goods,SBCL,EQ,INE386D01027
610,Shree Cement Ltd.,Construction Materials,SHREECEM,EQ,INE070A01015
611,Shree Renuka Sugars Ltd.,Fast Moving Consumer Goods,RENUKA,EQ,INE087H01022
612,Shriram Finance Ltd.,Financial Services,SHRIRAMFIN,EQ,INE721A01013
613,Shriram Pistons & Rings Ltd.,Automobile and Auto Components,SHRIPISTON,EQ,INE526E01018
614,Shyam Metalics and Energy Ltd.,Capital Goods,SHYAMMETL,EQ,INE810G01011
615,Siemens Ltd.,Capital Goods,SIEMENS,EQ,INE003A01024
616,Signatureglobal (India) Ltd.,Realty,SIGNATURE,EQ,INE903U01023
617,Sindhu Trade Links Ltd.,Diversified,SINDHUTRAD,EQ,INE325D01025
618,Sobha Ltd.,Realty,SOBHA,EQ,INE671H01015
619,Solar Industries India Ltd.,Chemicals,SOLARINDS,EQ,INE343H01029
620,Sona BLW Precision Forgings Ltd.,Automobile and Auto Components,SONACOMS,EQ,INE073K01018
621,Sonata Software Ltd.,Information Technology,SONATSOFTW,EQ,INE269A01021
622,South Indian Bank Ltd.,Financial Services,SOUTHBANK,EQ,INE683A01023
623,Spandana Sphoorty Financial Ltd.,Financial Services,SPANDANA,EQ,INE572J01011
624,Star Cement Ltd.,Construction Materials,STARCEMENT,EQ,INE460H01021
625,Star Health and Allied Insurance Company Ltd.,Financial Services,STARHEALTH,EQ,INE575P01011
626,State Bank of India,Financial Services,SBIN,EQ,INE062A01020
627,Steel Authority of India Ltd.,Metals & Mining,SAIL,EQ,INE114A01011
628,Steel Strips Wheels Ltd.,Automobile and Auto Components,SSWL,EQ,INE802C01033
629,Sterling and Wilson Renewable Energy Ltd.,Construction,SWSOLAR,EQ,INE00M201021
630,Sterlite Technologies Ltd.,Telecommunication,STLTECH,EQ,INE089C01029
631,Strides Pharma Science Ltd.,Healthcare,STAR,EQ,INE939A01011
632,Stylam Industries Ltd.,Consumer Durables,STYLAMIND,EQ,INE239C01020
633,Subros Ltd.,Automobile and Auto Components,SUBROS,EQ,INE287B01021
634,Sudarshan Chemical Industries Ltd.,Chemicals,SUDARSCHEM,EQ,INE659A01023
635,Sula Vineyards Ltd.,Fast Moving Consumer Goods,SULA,EQ,INE142Q01026
636,Sumitomo Chemical India Ltd.,Chemicals,SUMICHEM,EQ,INE258G01013
637,Sun Pharma Advanced Research Company Ltd.,Healthcare,SPARC,EQ,INE232I01014
638,Sun Pharmaceutical Industries Ltd.,Healthcare,SUNPHARMA,EQ,INE044A01036
639,Sun TV Network Ltd.,Media Entertainment & Publication,SUNTV,EQ,INE424H01027
640,Sundaram Finance Ltd.,Financial Services,SUNDARMFIN,EQ,INE660A01013
641,Sundram Fasteners Ltd.,Automobile and Auto Components,SUNDRMFAST,EQ,INE387A01021
642,Sunflag Iron & Steel Company Ltd.,Metals & Mining,SUNFLAG,EQ,INE947A01014
643,Sunteck Realty Ltd.,Realty,SUNTECK,EQ,INE805D01034
644,Suprajit Engineering Ltd.,Automobile and Auto Components,SUPRAJIT,EQ,INE399C01030
645,Supreme Industries Ltd.,Capital Goods,SUPREMEIND,EQ,INE195A01028
646,Supreme Petrochem Ltd.,Chemicals,SPLPETRO,EQ,INE663A01033
647,Supriya Lifescience Ltd.,Healthcare,SUPRIYA,EQ,INE07RO01027
648,Surya Roshni Ltd.,Capital Goods,SURYAROSNI,EQ,INE335A01020
649,Suven Pharmaceuticals Ltd.,Healthcare,SUVENPHAR,EQ,INE03QK01018
650,Suzlon Energy Ltd.,Capital Goods,SUZLON,EQ,INE040H01021
651,Swan Energy Ltd.,Diversified,SWANENERGY,EQ,INE665A01038
652,Symphony Ltd.,Consumer Durables,SYMPHONY,EQ,INE225D01027
653,Syngene International Ltd.,Healthcare,SYNGENE,EQ,INE398R01022
654,Syrma SGS Technology Ltd.,Capital Goods,SYRMA,EQ,INE0DYJ01015
655,TARC Ltd.,Realty,TARC,EQ,INE0EK901012
656,TBO Tek Ltd.,Consumer Services,TBOTEK,EQ,INE673O01025
657,TCI Express Ltd.,Services,TCIEXP,EQ,INE586V01016
658,TD Power Systems Ltd.,Capital Goods,TDPOWERSYS,EQ,INE419M01027
659,TV18 Broadcast Ltd.,Media Entertainment & Publication,TV18BRDCST,EQ,INE886H01027
660,TVS Motor Company Ltd.,Automobile and Auto Components,TVSMOTOR,EQ,INE494B01023
661,TVS Supply Chain Solutions Ltd.,Services,TVSSCS,EQ,INE395N01027
662,Tanla Platforms Ltd.,Information Technology,TANLA,EQ,INE483C01032
663,Tata Chemicals Ltd.,Chemicals,TATACHEM,EQ,INE092A01019
664,Tata Communications Ltd.,Telecommunication,TATACOMM,EQ,INE151A01013
665,Tata Consultancy Services Ltd.,Information Technology,TCS,EQ,INE467B01029
666,Tata Consumer Products Ltd.,Fast Moving Consumer Goods,TATACONSUM,EQ,INE192A01025
667,Tata Elxsi Ltd.,Information Technology,TATAELXSI,EQ,INE670A01012
668,Tata Investment Corporation Ltd.,Financial Services,TATAINVEST,EQ,INE672A01018
669,Tata Motors Ltd.,Automobile and Auto Components,TATAMOTORS,EQ,INE155A01022
670,Tata Power Co. Ltd.,Power,TATAPOWER,EQ,INE245A01021
671,Tata Steel Ltd.,Metals & Mining,TATASTEEL,EQ,INE081A01020
672,Tata Technologies Ltd.,Information Technology,TATATECH,EQ,INE142M01025
673,Tata Teleservices (Maharashtra) Ltd.,Telecommunication,TTML,EQ,INE517B01013
674,Teamlease Services Ltd.,Services,TEAMLEASE,EQ,INE985S01024
675,Tech Mahindra Ltd.,Information Technology,TECHM,EQ,INE669C01036
676,Techno Electric & Engineering Company Ltd.,Construction,TECHNOE,EQ,INE285K01026
677,Technocraft Industries (India) Ltd.,Capital Goods,TIIL,EQ,INE545H01011
